State,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Louisiana,Goods (USD/Capita),6620,6903,7274,7609,7759,7971,8383,8777,9182,10727,11056,11066,10578,10843,11440,11774,11866,11996,12080,12052,12283,12664,12874
Louisiana,Durable goods (USD/Capita),2282,2468,2601,2676,2749,2905,3029,3163,3275,3871,3892,3569,3301,3324,3473,3636,3735,3784,3916,3892,3941,4044,4092
Louisiana,Motor vehicles and parts (USD/Capita),1070,1177,1245,1261,1312,1362,1381,1386,1422,1554,1525,1286,1210,1290,1378,1511,1588,1627,1712,1660,1648,1678,1656
Louisiana,Furnishings and durable household equipment (USD/Capita),500,530,564,584,608,652,682,719,743,994,975,884,806,781,793,812,829,832,874,903,933,957,962
Louisiana,Recreational goods and vehicles (USD/Capita),469,498,512,534,539,585,641,714,764,926,967,974,875,838,863,868,872,874,858,859,896,936,998
Louisiana,Other durable goods (USD/Capita),243,260,279,296,289,305,323,343,345,396,423,423,408,413,436,444,444,449,470,468,462,472,475
Louisiana,Nondurable goods (USD/Capita),4337,4434,4673,4932,5010,5065,5354,5613,5907,6856,7163,7497,7276,7518,7967,8138,8131,8212,8164,8160,8342,8619,8781
Louisiana,Food and beverages purchased for off-premises consumption (USD/Capita),1745,1774,1825,1848,1878,1879,1959,2018,2062,2303,2373,2451,2483,2456,2534,2598,2630,2699,2782,2802,2844,2898,2941
Louisiana,Clothing and footwear (USD/Capita),741,780,807,818,817,823,846,860,866,973,987,981,952,958,981,989,1002,1025,1039,1047,1031,1054,1060
Louisiana,Gasoline and other energy goods (USD/Capita),531,481,511,640,599,558,643,740,892,1147,1255,1436,1088,1290,1575,1604,1569,1464,1096,981,1080,1194,1139
Louisiana,Other nondurable goods (USD/Capita),1319,1397,1528,1625,1713,1803,1906,1994,2085,2432,2547,2627,2752,2813,2876,2946,2929,3022,3246,3328,3386,3472,3640
Louisiana,Services (USD/Capita),10137,10703,11135,11765,12344,12834,13460,14219,14716,16236,16913,17581,17623,18075,18337,18655,19178,20025,20880,21585,22412,23409,24375
Louisiana,Household consumption expenditures (for services) (USD/Capita),9899,10399,10795,11413,11939,12375,12999,13737,14271,15726,16425,16976,17015,17472,17704,17969,18488,19307,20181,20841,21633,22612,23578
Louisiana,Housing and utilities (USD/Capita),2836,2964,3086,3313,3495,3558,3704,3861,4084,4514,4561,4686,4553,4622,4690,4723,4944,5156,5412,5598,5859,6177,6369
Louisiana,Health care (USD/Capita),2833,2913,2978,3020,3257,3530,3737,4002,4095,4417,4663,4880,5120,5293,5272,5332,5460,5738,6005,6284,6478,6609,6928
Louisiana,Transportation services (USD/Capita),479,517,519,569,573,522,532,546,537,604,635,646,610,641,673,697,710,739,744,748,751,779,798
Louisiana,Recreation services (USD/Capita),587,590,615,651,663,678,731,782,816,901,1000,1053,1030,1045,1024,1067,1109,1147,1188,1198,1217,1269,1317
Louisiana,Food services and accommodations (USD/Capita),1109,1171,1236,1332,1357,1422,1514,1609,1655,1833,1952,2008,2083,2136,2214,2279,2347,2485,2632,2669,2701,2814,2862
Louisiana,Financial services and insurance (USD/Capita),1024,1119,1210,1339,1291,1318,1382,1496,1630,1856,1955,2005,1887,1988,2066,2076,2112,2189,2260,2333,2514,2750,2965
Louisiana,Other services (USD/Capita),1028,1123,1149,1186,1300,1345,1396,1436,1452,1598,1655,1694,1730,1744,1761,1792,1803,1850,1937,2008,2111,2211,2335
Louisiana,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),237,303,339,352,405,458,461,482,444,510,487,605,607,602,633,685,690,718,698,744,778,797,797
Louisiana,Gross output of nonprofit institutions (USD/Capita),1167,1305,1377,1421,1544,1684,1664,1775,1799,2058,2030,2179,2236,2268,2323,2416,2457,2671,2786,2932,2992,3054,3217
Louisiana,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),929,1002,1037,1069,1138,1225,1203,1292,1354,1548,1542,1573,1628,1665,1690,1730,1766,1953,2087,2188,2214,2257,2419
Maine,Personal income (millions of dollars),29169,31218,32800,35226,37137,38414,40289,42373,43448,45683,47356,49300,49267,50330,52424,53490,53346,55650,57941,59685,62145,65335,68062
Maine,Population (persons) 1/,1254774,1259127,1266808,1277072,1285692,1295960,1306513,1313688,1318787,1323619,1327040,1330509,1329590,1327629,1328284,1327729,1328009,1330513,1328262,1331317,1334612,1339057,1344212
Maine,Per capita personal income (dollars) 2/,23247,24794,25892,27584,28885,29641,30837,32256,32946,34514,35686,37054,37055,37910,39468,40287,40170,41826,43622,44832,46565,48792,50634
Maine,Personal consumption expenditures (USD/Capita),20391,21792,23254,24463,25678,26870,28298,29973,31528,32991,34366,35246,35097,36168,37317,37957,38630,39801,41000,42300,44097,45997,47350
Maine,Goods (USD/Capita),8030,8596,9249,9589,9973,10363,10866,11607,12062,12573,13154,13346,12774,13253,13770,13829,14079,14557,14477,14692,15393,16031,16510
Maine,Durable goods (USD/Capita),2529,2744,3045,3151,3331,3548,3644,3831,3928,3960,4089,3874,3756,3846,3908,3964,4052,4228,4409,4533,4697,4864,5022
Maine,Motor vehicles and parts (USD/Capita),1110,1191,1332,1345,1405,1482,1519,1524,1477,1385,1384,1234,1232,1312,1353,1415,1451,1544,1670,1681,1720,1793,1810
Maine,Furnishings and durable household equipment (USD/Capita),478,523,584,625,672,726,717,779,842,880,901,882,826,829,826,831,868,909,925,983,1039,1098,1153
Maine,Recreational goods and vehicles (USD/Capita),611,678,760,800,874,936,987,1064,1103,1128,1181,1157,1113,1108,1131,1130,1129,1142,1153,1187,1237,1258,1327
Maine,Other durable goods (USD/Capita),328,350,368,379,379,403,419,463,505,566,621,599,583,596,596,586,602,631,660,681,699,714,731
Maine,Nondurable goods (USD/Capita),5501,5851,6204,6438,6641,6814,7222,7775,8134,8612,9064,9472,9017,9406,9862,9865,10026,10329,10067,10158,10695,11166,11488
Maine,Food and beverages purchased for off-premises consumption (USD/Capita),2159,2389,2493,2486,2570,2582,2666,2801,2791,2880,3111,3233,3342,3397,3450,3549,3609,3751,3775,3832,3977,4132,4298
Maine,Clothing and footwear (USD/Capita),906,927,908,890,899,918,904,962,988,1011,1009,965,926,945,934,931,941,949,954,952,944,961,975
Maine,Gasoline and other energy goods (USD/Capita),802,733,792,1011,1004,988,1209,1441,1764,1948,2064,2355,1758,2011,2381,2267,2236,2218,1719,1471,1704,1951,1889
Maine,Other nondurable goods (USD/Capita),1633,1801,2009,2050,2167,2325,2440,2569,2589,2773,2879,2917,2989,3052,3096,3117,3239,3410,3618,3902,4069,4121,4324
Maine,Services (USD/Capita),12360,13196,14004,14874,15704,16507,17432,18365,19466,20418,21211,21899,22322,22915,23547,24127,24550,25243,26522,27608,28703,29966,30840
Maine,Household consumption expenditures (for services) (USD/Capita),11676,12420,13136,13965,14693,15388,16231,17172,18196,19008,19813,20381,20709,21258,21789,22299,22709,23371,24602,25567,26532,27734,28543
Maine,Housing and utilities (USD/Capita),3246,3412,3584,3738,3990,4117,4247,4445,4793,5074,5373,5564,5663,5693,5847,6001,6172,6386,6743,6924,7069,7276,7444
Maine,Health care (USD/Capita),2971,3180,3404,3593,3865,4123,4367,4724,5040,5298,5608,5860,6104,6287,6522,6688,6695,6854,7300,7589,7811,8039,8216
Maine,Transportation services (USD/Capita),499,524,567,603,607,597,625,656,686,716,724,738,745,742,748,755,809,858,898,952,988,1040,1073
Maine,Recreation services (USD/Capita),701,737,793,856,897,938,1028,1076,1119,1141,1228,1240,1258,1320,1326,1394,1460,1473,1492,1579,1620,1725,1760
Maine,Food services and accommodations (USD/Capita),1225,1271,1339,1441,1480,1559,1655,1764,1833,1925,1971,2007,2030,2136,2199,2277,2363,2495,2651,2803,2977,3133,3245
Maine,Financial services and insurance (USD/Capita),1359,1492,1625,1797,1747,1812,1916,2049,2193,2275,2332,2381,2260,2382,2479,2506,2557,2644,2787,2883,3118,3336,3443
Maine,Other services (USD/Capita),1672,1801,1821,1934,2104,2240,2389,2457,2529,2577,2573,2587,2645,2694,2665,2674,2650,2660,2728,2834,2946,3181,3359
Maine,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),684,775,868,908,1011,1119,1200,1192,1270,1409,1398,1518,1613,1657,1757,1827,1841,1872,1919,2041,2170,2231,2296
Maine,Gross output of nonprofit institutions (USD/Capita),2179,2323,2461,2515,2725,2987,3127,3226,3436,3652,3687,3869,4095,4239,4430,4592,4656,4783,4959,5113,5340,5434,5665
Maine,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1495,1547,1592,1606,1713,1868,1926,2033,2166,2242,2288,2351,2482,2581,2673,2764,2814,2911,3039,3071,3169,3202,3369
Maryland,Personal income (millions of dollars),151791,163868,174048,189505,199706,207659,217235,232208,245174,258473,269020,280998,279384,289469,306179,315230,314267,325837,341389,354260,365997,378491,390792
Maryland,Population (persons) 1/,5157328,5204464,5254509,5311034,5374691,5440389,5496269,5546935,5592379,5627367,5653408,5684965,5730388,5788645,5839419,5886992,5923188,5957283,5985562,6003323,6023868,6035802,6045680
Maryland,Per capita personal income (dollars) 2/,29432,31486,33124,35681,37157,38170,39524,41862,43841,45932,47586,49428,48755,50007,52433,53547,53057,54696,57036,59011,60758,62708,64640
Maryland,Personal consumption expenditures (USD/Capita),21740,22787,24102,25818,27039,28054,29364,31030,32872,34633,36097,36742,36201,37105,38078,38921,39588,40884,42063,43324,44841,46252,47528
Maryland,Goods (USD/Capita),7746,8104,8586,9184,9539,9846,10322,10917,11337,11790,12027,11633,10969,11307,11722,12025,12074,12257,12294,12387,12740,13130,13391
Maryland,Durable goods (USD/Capita),2743,2957,3206,3435,3595,3837,3971,4236,4339,4363,4392,3929,3614,3717,3813,3973,3985,4049,4179,4222,4303,4424,4524
Maryland,Motor vehicles and parts (USD/Capita),1125,1204,1317,1410,1522,1623,1648,1656,1615,1516,1531,1269,1184,1292,1332,1440,1461,1507,1608,1621,1646,1703,1708
Maryland,Furnishings and durable household equipment (USD/Capita),629,667,729,773,820,890,927,1033,1091,1118,1090,984,886,881,883,899,904,919,961,987,1017,1031,1051
Maryland,Recreational goods and vehicles (USD/Capita),654,720,766,830,840,898,947,1060,1120,1176,1192,1118,1003,992,1019,1043,1034,1024,998,1005,1019,1065,1134
Maryland,Other durable goods (USD/Capita),333,365,393,420,412,426,448,486,511,553,577,557,540,550,577,590,585,598,611,608,619,623,630
Maryland,Nondurable goods (USD/Capita),5003,5146,5380,5749,5943,6008,6350,6680,6998,7427,7635,7703,7354,7590,7908,8052,8088,8208,8115,8165,8437,8706,8867
Maryland,Food and beverages purchased for off-premises consumption (USD/Capita),1804,1839,1892,1989,2074,2053,2231,2295,2324,2401,2493,2553,2546,2595,2674,2681,2688,2745,2745,2744,2794,2841,2866
Maryland,Clothing and footwear (USD/Capita),989,1048,1078,1099,1098,1082,1068,1124,1179,1209,1187,1148,1104,1114,1146,1180,1167,1183,1197,1192,1192,1216,1224
Maryland,Gasoline and other energy goods (USD/Capita),511,442,481,602,587,564,670,785,935,1057,1130,1202,869,986,1139,1204,1203,1143,874,776,852,977,908
Maryland,Other nondurable goods (USD/Capita),1698,1815,1927,2057,2183,2307,2380,2475,2558,2758,2824,2799,2834,2893,2947,2986,3029,3135,3297,3451,3597,3671,3868
Maryland,Services (USD/Capita),13993,14683,15515,16634,17499,18208,19041,20112,21535,22842,24069,25109,25232,25797,26356,26896,27513,28626,29768,30937,32100,33121,34136
Maryland,Household consumption expenditures (for services) (USD/Capita),13719,14400,15168,16235,17060,17665,18486,19634,20913,22066,23266,24122,24248,24756,25232,25659,26264,27324,28493,29562,30672,31592,32680
Maryland,Housing and utilities (USD/Capita),4489,4704,4942,5196,5467,5615,5811,6108,6544,6911,7329,7679,7863,7934,8057,8258,8575,8983,9456,9939,10296,10655,11051
Maryland,Health care (USD/Capita),3032,3122,3224,3388,3714,4007,4253,4593,4841,5048,5345,5635,5838,6015,6168,6299,6338,6598,6919,7119,7322,7458,7716
Maryland,Transportation services (USD/Capita),737,768,836,905,921,896,941,982,1016,1052,1063,1064,1031,1072,1115,1128,1170,1211,1260,1335,1397,1456,1485
Maryland,Recreation services (USD/Capita),856,877,917,997,1043,1089,1149,1218,1290,1350,1441,1452,1474,1508,1495,1501,1571,1612,1683,1773,1849,1864,1858
Maryland,Food services and accommodations (USD/Capita),1270,1311,1397,1447,1513,1564,1567,1693,1822,1975,2096,2164,2138,2175,2248,2347,2425,2519,2684,2799,2993,3092,3206
Maryland,Financial services and insurance (USD/Capita),1392,1513,1672,1892,1824,1819,1883,2043,2201,2305,2422,2445,2221,2331,2419,2408,2466,2551,2573,2528,2648,2752,2889
Maryland,Other services (USD/Capita),1941,2102,2177,2407,2574,2672,2878,2994,3195,3423,3568,3681,3681,3718,3728,3715,3715,3847,3915,4066,4163,4311,4472
Maryland,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),274,283,346,399,439,542,555,478,621,775,802,987,983,1041,1123,1236,1249,1301,1275,1375,1427,1529,1456
Maryland,Gross output of nonprofit institutions (USD/Capita),2081,2259,2410,2564,2741,3054,3255,3360,3707,4035,4171,4466,4605,4766,4940,5133,5210,5341,5523,5743,5940,6132,6251
Maryland,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1807,1976,2063,2165,2302,2512,2700,2882,3086,3260,3368,3479,3622,3725,3817,3896,3961,4039,4248,4368,4513,4602,4794
Massachusetts,Personal income (millions of dollars),194130,206428,220405,245253,255085,254408,259978,273462,285642,307519,323111,335841,332020,348423,365742,382009,385192,405505,432237,448480,469500,494177,511333
Massachusetts,Population (persons) 1/,6226058,6271838,6317345,6361104,6397634,6417206,6422565,6412281,6403290,6410084,6431559,6468967,6517613,6566307,6613583,6663005,6713315,6762596,6794228,6823608,6859789,6882635,6892503
Massachusetts,Per capita personal income (dollars) 2/,31180,32914,34889,38555,39872,39645,40479,42647,44609,47974,50238,51916,50942,53062,55302,57333,57377,59963,63618,65725,68442,71801,74187
Massachusetts,Personal consumption expenditures (USD/Capita),25528,26962,28498,30689,32022,32857,34435,36561,38730,40633,41999,43068,42168,43053,44275,45318,46134,47703,49375,50736,52428,54394,56230
Massachusetts,Goods (USD/Capita),8515,8826,9518,10287,10496,10642,11069,11900,12560,12688,12875,12910,12248,12773,13257,13474,13664,14022,14129,14334,14965,15465,16029
Massachusetts,Durable goods (USD/Capita),3027,3231,3522,3873,3941,4040,4186,4470,4701,4624,4597,4348,4066,4307,4408,4501,4586,4700,4872,4988,5172,5384,5594
Massachusetts,Motor vehicles and parts (USD/Capita),1003,1085,1163,1234,1310,1379,1447,1463,1447,1333,1311,1146,1119,1191,1228,1266,1332,1400,1512,1516,1572,1628,1607
Massachusetts,Furnishings and durable household equipment (USD/Capita),621,673,758,844,884,916,936,1058,1113,1106,1075,1009,885,901,914,929,952,981,1023,1073,1097,1127,1174
Massachusetts,Recreational goods and vehicles (USD/Capita),932,976,1058,1223,1187,1188,1195,1282,1434,1465,1447,1421,1308,1416,1449,1462,1458,1462,1447,1490,1569,1681,1846
Massachusetts,Other durable goods (USD/Capita),470,494,541,571,559,556,606,665,706,719,763,770,752,797,816,842,842,856,889,908,931,946,965
Massachusetts,Nondurable goods (USD/Capita),5487,5595,5996,6413,6554,6601,6882,7430,7858,8063,8277,8561,8182,8466,8848,8973,9078,9322,9257,9345,9792,10081,10434
Massachusetts,Food and beverages purchased for off-premises consumption (USD/Capita),1949,1982,2132,2207,2306,2357,2384,2557,2656,2759,2860,2953,2944,2972,3107,3199,3228,3332,3392,3450,3603,3666,3761
Massachusetts,Clothing and footwear (USD/Capita),1175,1208,1257,1300,1288,1236,1285,1346,1378,1308,1312,1312,1258,1278,1275,1305,1301,1317,1339,1351,1328,1357,1382
Massachusetts,Gasoline and other energy goods (USD/Capita),559,495,516,642,621,577,690,820,988,1078,1156,1316,990,1117,1291,1246,1233,1186,904,787,867,945,884
Massachusetts,Other nondurable goods (USD/Capita),1802,1907,2090,2263,2337,2430,2523,2705,2834,2917,2947,2978,2990,3097,3174,3222,3315,3485,3620,3756,3993,4111,4407
Massachusetts,Services (USD/Capita),17013,18135,18980,20402,21526,22214,23366,24660,26170,27944,29123,30158,29919,30279,31018,31843,32469,33680,35246,36402,37463,38929,40201
Massachusetts,Household consumption expenditures (for services) (USD/Capita),16450,17441,18228,19596,20579,21167,22256,23522,24961,26549,27803,28705,28415,28780,29418,30062,30611,31761,33287,34346,35338,36774,38035
Massachusetts,Housing and utilities (USD/Capita),4925,5134,5385,5686,6124,6264,6581,6905,7448,7885,8141,8413,8356,8214,8320,8387,8504,8813,9247,9499,9851,10327,10709
Massachusetts,Health care (USD/Capita),3943,4194,4182,4477,4755,5115,5398,5760,6055,6566,6999,7323,7626,7744,7851,7976,8022,8183,8530,8801,8855,9098,9324
Massachusetts,Transportation services (USD/Capita),854,916,990,1062,1059,1012,1058,1114,1148,1193,1228,1247,1222,1261,1354,1398,1489,1594,1674,1746,1792,1875,1902
Massachusetts,Recreation services (USD/Capita),915,968,1038,1124,1178,1186,1261,1342,1401,1482,1608,1683,1643,1729,1754,1853,1914,1983,2109,2280,2379,2495,2573
Massachusetts,Food services and accommodations (USD/Capita),1558,1649,1720,1840,1883,1926,2030,2162,2257,2363,2463,2540,2494,2578,2690,2800,2890,3023,3220,3376,3517,3651,3867
Massachusetts,Financial services and insurance (USD/Capita),2169,2343,2569,2828,2727,2706,2804,2965,3232,3376,3529,3556,3178,3311,3449,3512,3653,3842,4033,3982,4090,4176,4303
Massachusetts,Other services (USD/Capita),2083,2234,2341,2577,2849,2955,3120,3271,3416,3679,3832,3939,3893,3940,3997,4132,4136,4320,4472,4660,4851,5149,5353
Massachusetts,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),563,694,751,805,947,1046,1110,1138,1209,1395,1319,1452,1503,1498,1599,1781,1858,1919,1959,2055,2124,2154,2166
Massachusetts,Gross output of nonprofit institutions (USD/Capita),2396,2577,2693,2816,3124,3418,3642,3879,4150,4507,4553,4763,4947,5071,5244,5559,5711,5971,6068,6282,6394,6440,6679
Massachusetts,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1832,1883,1941,2010,2177,2371,2532,2741,2941,3112,3234,3311,3443,3572,3645,3778,3853,4052,4109,4227,4270,4285,4513
Michigan,Personal income (millions of dollars),254938,270151,283993,302644,307686,307192,314558,323431,330450,338507,347961,355102,336954,349577,370676,386568,390199,408617,431805,444166,458247,477009,491631
Michigan,Population (persons) 1/,9809051,9847942,9897116,9952450,9991120,10015710,10041152,10055315,10051137,10036081,10001284,9946889,9901591,9877510,9882412,9897145,9913065,9929848,9931715,9950571,9973114,9984072,9986857
